money,boat_level,rod_level,float_level,total_fish_caught,total_money_earned
3,1,1,1,3,3
timestamp,difficulty,score,average_typing_time,play_time
1763498894.1947196,easy,175,1.257518482208252,8.899296760559082
1763945722.7797146,easy,161,1.3834252834320069,38.90016770362854
1764005920.958951,easy,175,1.1940687656402589,15.076697587966919
